Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
he-Sky-A-Career-Spanning-Collection-0190295934149,Deep Purple / A Fire In The Sky - A Career-Spanning Collection 0190295934149,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2017<br /><br />0129 
 Új fóliás termék! ",,,db,0.2,Mint (M),Mint (M),Parlophone,0
Stormbringer-TPS-3508,Deep Purple / Stormbringer TPS 3508,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2018<br /><br />0129 
 Új fóliás termék! ",,,db,0.2,Mint (M),Mint (M),"Purple Records, Universal Music Catalogue",0
Long-Beach-1976-0210976EMU,Deep Purple / Long Beach 1976 0210976EMU,1,17062.83,17062.83,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2016<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
om-Box-MMXVI-The-Vinyl-LP-Collection-BOOMBOX01LPX,Dead Or Alive / Sophisticated Boom Box MMXVI (The Vinyl LP Collection) BOOMBOX01LPX,1,138883.5,138883.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Mint (M),Mint (M),"Demon Records, Demon Records",0
Welcome-To-My-Nightmare-LSANC-70737,Alice Cooper (2) / Welcome To My Nightmare LSANC 70737,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1975<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"Jugoton, Anchor Records",0
The-Singles-Collection-0602547261717,The Beatles / The Singles Collection 0602547261717,1,83330.1,83330.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Worldwide, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Universal, Apple Records, Universal Music Group International",0
tate-Fair-Coliseum-Indianapolis-USA-1964-BEATLP13,"The Beatles / State Fair Coliseum, Indianapolis, USA, 1964 BEATLP13",1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in None, 0<br /><br />0129 
 Új fóliás termék! ",,,db,0.2,Mint (M),Mint (M),Audiotape,0
Foreign-Affair-HCDL-37364,Tina Turner / Foreign Affair HCDL 37364,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong,0
Music-For-The-Masses-LL-1582,Depeche Mode / Music For The Masses LL-1582,1,29760.75,29760.75,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1988<br /><br />0129 
 Az eredeti belső tasak megvan, nagyon szép állapotban. ",,,db,0.2,Very Good (VG),Near Mint (NM or M-),"ZKP RTVL, ZKP RTVL",0
Naphoz-Holddal-LPX-001,Kispál És A Borz / Naphoz Holddal LPX 001,1,99202.5,99202.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1991<br /><br />0129 
 Insert megvan szép állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Nagyferó Produkció,0
Goldberg-Variations-839-622-1,"Johann Sebastian Bach, Keith Jarrett / Goldberg Variations 839 622-1",1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"ECM New Series, ECM New Series",0
As-Happy-As-Possible-SOL39,Les Thugs / As Happy As Possible SOL39,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 1993<br /><br />0129 
 Insert megvan szép állapotban van!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Vinyl Solution, Sub Pop",0
Wish-You-Were-Here-7243-8-59863-1-4,Pink Floyd / Wish You Were Here 7243 8 59863 1 4,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1997<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van! Insert megvan!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"EMI United Kingdom, EMI United Kingdom",0
Dr-Feelgood-SLPXL-37352,Mötley Crüe / Dr. Feelgood SLPXL 37352,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong,0
Hooked-064-7-95330-1,Great White / Hooked 064-7 95330 1,1,39681.0,39681.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1991<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Capitol Records,0
Harlem-Underground-HUBLP5,Harlem Underground Band / Harlem Underground HUBLP5,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hubbub Records,0
Symphonie-Fantastique-SXL-2009,"Hector Berlioz, Ataúlfo Argenta, Orchestre De La Société Des Concerts Du Conservatoire / Symphonie Fantastique SXL 2009",1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Decca, Decca, Speakers Corner Records",0
Breathe-485402-0,Midnight Oil / Breathe 485402 0,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1996<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Columbia,0
The-Boatmans-Call-STUMM-142,Nick Cave & The Bad Seeds / The Boatman's Call STUMM 142,1,35712.9,35712.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 0<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Mute,0
Deep-Purple-SHVL-759,Deep Purple / Deep Purple SHVL 759,1,17856.45,17856.45,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2016<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Harvest, Harvest",0
Happy-Xmas-6792526,Eric Clapton / Happy Xmas 6792526,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Polydor, Polydor, Polydor, Polydor",0
The-Great-American-Songbook-82876718112,Rod Stewart / The Great American Songbook 82876718112,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"J Records, Sony BMG Music Entertainment, Stiefel Entertainment",0
Turning-To-Crime-0217130EMU,Deep Purple / Turning To Crime 0217130EMU,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2021<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
The-Now-What-Live-Tapes-0209065ERE,Deep Purple / The Now What?! Live Tapes 0209065ERE,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2013<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Whoosh-0214744EMU,Deep Purple / Whoosh! 0214744EMU,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2020<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Hotel-Souza-VYN008,Karen Souza / Hotel Souza VYN008,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Music Brokers,0
Velvet-Vault-VYN012,Karen Souza / Velvet Vault VYN012,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),PMB Music,0
Within-The-Realm-Of-A-Dying-Sun-none,Dead Can Dance / Within The Realm Of A Dying Sun none,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good (VG),Very Good Plus (VG+),4AD (2),0
Ten-Thousand-Lightyears-88697094822,Boney M. / Ten Thousand Lightyears 88697094822,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"MCI, Sony BMG Music Entertainment",0
People-523-246-2,People (9) / People 523 246-2,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"3T, 3T",0
Original-Album-Classics-88697936292,Modern Talking / Original Album Classics 88697936292,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"Legacy, Sony Music",0
Lie-Lie-Lie,"WYX / Lie, Lie, Lie / Association SPS 70571",1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Good (G),Very Good (VG),Start (2),0
A-Bucsu-SLPM-17923-24,Fonográf / A Búcsú SLPM 17923-24,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1985<br /><br />0129 
 Insert megvan.szép állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Favorit,0
Aranyalbum-1968-1978-KAR-LP-034,Radics Béla (2) / Aranyalbum 1968-1978 KAR LP 034,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in None, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Kept Alive Records,0
Igazan-Ez-Minden-E-11,Pál Utcai Fiúk / Igazán Ez Minden E-11,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Etalon Produkció,0
Budai-Pop-MR2021-01,Ivan & The Parazol / Budai Pop MR2021-01,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Mint (M),Mint (M),Modernial Records,0
Templomi-Zene-Church-Music-QUI-103015,"Wolfgang Amadeus Mozart, Mária Zádori, Klaus Mertens, Capella Savaria, Pál Németh / Templomi Zene - Church Music QUI 103015",1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Quintana,0
Bridge-Of-Spies-LSSRN-73225,T'Pau / Bridge Of Spies LSSRN 73225,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1988<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Jugoton, Siren (3)",0
Demons-And-Wizards-BMGAA08LP,Uriah Heep / Demons And Wizards BMGAA08LP,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"BMG, Sanctuary",0
Return-To-Fantasy-BMGRM092LP,Uriah Heep / Return To Fantasy BMGRM092LP,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"BMG, Sanctuary, Bronze",0
Sweet-Freedom-BMGRM090LP,Uriah Heep / Sweet Freedom BMGRM090LP,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"BMG, Sanctuary, Bronze",0
Salisbury-BMGRMO85LP,Uriah Heep / Salisbury BMGRMO85LP,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"BMG, Sanctuary, Bronze",0
The-Magicians-Birthday-Party-RCV224LP,Uriah Heep / The Magician's Birthday Party RCV224LP,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Mint (M),Mint (M),Back On Black,0
To-The-Rising-Sun-In-Tokyo-0210534EMU,Deep Purple / ...To The Rising Sun (In Tokyo) 0210534EMU,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Live-In-Long-Beach-1971-0210221EMU,Deep Purple / Live In Long Beach 1971 0210221EMU,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Now-What-0208578ERE,Deep Purple / Now What?! 0208578ERE,1,12697.92,12697.92,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2013<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Infinite-0211850EMU,Deep Purple / Infinite 0211850EMU,1,15475.59,15475.59,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2017<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music,0
Viva-La-Carte-204-363,À La Carte / Viva À La Carte 204 363,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1981<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Coconut, Coconut",0
Arabesque-IV-VIP-28012,Arabesque / Arabesque IV = さわやかメイク・ラブ  VIP-28012,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1980<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Victor,0
Fancy-Concert-VIP-4165,Arabesque / Fancy Concert VIP-4165,1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Victor,0
Arabesque-VIP-6594,Arabesque / Arabesque VIP-6594,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1978<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Victor,0
Masterpieces-ZYX-20160-1,Koto (2) / Masterpieces ZYX 20160-1,1,29760.75,29760.75,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),ZYX Records,0
Arabesque-VII,Arabesque / Arabesque VII / Why No Reply VIP-28064,1,9126.63,9126.63,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Victor,0
The-Shocking-Miss-Emerald-GMVL053,Caro Emerald / The Shocking Miss Emerald GMVL053,1,17062.83,17062.83,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Benelux, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Grandmono,0
Greatest-Hits-Decade-1-19439883861,Carrie Underwood / Greatest Hits: Decade #1 19439883861,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2021<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Arista Nashville, Legacy",0
Feather-Stone-MOVLP2445,Tom Baxter / Feather & Stone MOVLP2445,1,8729.82,8729.82,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Mint (M),Mint (M),Music On Vinyl,0
